 DATE ,MAXATTR, MAXFOWARD, MAXBACKWARD, GAP, MINSUPPORT, MAXNODES, EFGS, NODES, NUMATTR, ATTRBERN, EDGEBERN, NODES/EFG, P1, P2, P3, EDGE WEIGHT, P1, P2, P3, NODE WEIGHT, P1, P2, P3, ATTR WEIGHT, P1, P2, P3, TIME, NUMEDGES, TOTALSUBGRAPHS, HOTSUBGRAPHS, 0-EDGE, 1-EDGE, 2-EDGE, 3-EDGE, 4-EDGE, 5-EDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2015 02:48:18,404,64,64,15,0.732995422,55,26,6852,32,0.988289302,0.690115702,U,81,89,0,G,3.811533766,86,30,U,29,46,0,E,4.836810581,0,0,67326,412899,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2015 02:48:18,404,64,64,15,0.732995422,55,26,6852,32,0.988289302,0.690115702,U,81,89,0,G,3.811533766,86,30,U,29,46,0,E,4.836810581,0,0,67326,412899,0,0,,,,,,,263.5384615,0.732995422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2015 11:35:42,177,25,95,13,0.773771274,45,99,3394,93,0.467721971,0.577895827,G,3.172971386,42,46,U,57,68,0,U,40,91,0,U,20,34,0,3612,53423,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2015 11:35:42,177,25,95,13,0.773771274,45,99,3394,93,0.467721971,0.577895827,G,3.172971386,42,46,U,57,68,0,U,40,91,0,U,20,34,0,3612,53423,0,0,,,,,,,34.28282828,0.773771274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2015 02:26:36,100,100,100,0,0.777238405,100,100,1000,100,0.5,0.5,G,1,10,10,U,10,10,0,U,10,10,0,G,1,10,10,1333,6664,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2015 02:29:47,100,100,100,0,0.790734279,100,100,1000,100,0.5,0.5,G,1,10,10,G,1,10,10,G,1,10,10,G,1,10,10,1471,6991,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2015 01:28:00,100,100,100,0,0.840861086,100,100,846,100,0.5,0.5,G,1,10,10,G,1,10,10,E,1,0,0,U,10,10,0,1420,5028,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2015 11:35:32,50,74,28,7,0.85911391,23,90,8357,30,0.191072701,0.184602826,U,43,86,0,U,64,68,0,G,2.595598659,62,34,E,9.412420574,0,0,7368,370554,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2015 11:35:32,50,74,28,7,0.85911391,23,90,8357,30,0.191072701,0.184602826,U,43,86,0,U,64,68,0,G,2.595598659,62,34,E,9.412420574,0,0,7368,370554,0,0,,,,,,,92.85555556,0.85911391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2015 02:29:36,100,100,100,0,0.911333622,100,100,1000,100,0.5,0.5,U,10,10,0,G,1,10,10,U,10,10,0,G,1,10,10,1231,4971,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
